# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.8.2

data::deathmessages::fall::2, string, 8030C2A763C2A76C28212920C2A7633C76696374696D3E20C2A73766656C6C2066726F6D2061206869676820706C6163652E
data::deathmessages::fall::3, string, 8030C2A763C2A76C28212920C2A7633C76696374696D3E20C2A73774686F75676874207468657920636F756C6420666C792E
data::deathmessages::fall::4, string, 801EC2A763C2A76C28212920C2A7633C76696374696D3E20C2A73766656C6C2E
data::deathmessages::lava::1, string, 802CC2A763C2A76C28212920C2A7633C76696374696D3E20C2A737776173206B696C6C6564206279206C6176612E
data::deathmessages::lava::2, string, 8039C2A763C2A76C28212920C2A7633C76696374696D3E20C2A737747269656420746F207377696D20696E2074686520646565702066727965722E
data::deathmessages::lava::3, string, 802FC2A763C2A76C28212920C2A7633C76696374696D3E20C2A737747269656420746F207377696D20696E206C6176612E
data::deathmessages::lava::4, string, 8029C2A763C2A76C28212920C2A7633C76696374696D3E20C2A73777617320696E63696E6572617465642E
data::deathmessages::other::1, string, 8024C2A763C2A76C28212920C2A7633C76696374696D3E20C2A737776173206B696C6C65642E
data::deathmessages::other::2, string, 801EC2A763C2A76C28212920C2A7633C76696374696D3E20C2A737646965642E
data::deathmessages::player::1, string, 8031C2A763C2A76C28212920C2A7633C61747461636B65723E20C2A7376B696C6C656420C2A7633C76696374696D3EC2A7372E
data::deathmessages::player::2, string, 8037C2A763C2A76C28212920C2A7633C76696374696D3E20C2A73777617320736C61696E20627920C2A7633C61747461636B65723EC2A7372E
data::deathmessages::player::3, string, 8038C2A763C2A76C28212920C2A7633C76696374696D3E20C2A737776173206B696C6C656420627920C2A7633C61747461636B65723EC2A7372E
data::deathmessages::poison::1, string, 802EC2A763C2A76C28212920C2A7633C76696374696D3E20C2A737776173206B696C6C656420627920706F69736F6E2E
data::deathmessages::poison::2, string, 8034C2A763C2A76C28212920C2A7633C76696374696D3E20C2A737636F756C646E27742066696E642074686520616E7469646F74652E
data::deathmessages::poison::3, string, 8032C2A763C2A76C28212920C2A7633C76696374696D3E20C2A737746F6F6B207468652077726F6E67207375627374616E63652E
data::deathmessages::poison::4, string, 8026C2A763C2A76C28212920C2A7633C76696374696D3E20C2A73777617320706F69736F6E65642E
data::deathmessages::starvation::1, string, 8032C2A763C2A76C28212920C2A7633C76696374696D3E20C2A737776173206B696C6C65642062792073746172766174696F6E2E
data::deathmessages::starvation::2, string, 8029C2A763C2A76C28212920C2A7633C76696374696D3E20C2A73772616E206F7574206F6620666F6F642E
data::deathmessages::starvation::3, string, 8033C2A763C2A76C28212920C2A7633C76696374696D3E20C2A737737566666572656420616E20656D7074792073746F6D6163682E
data::deathmessages::starvation::4, string, 802AC2A763C2A76C28212920C2A7633C76696374696D3E20C2A7377374617276656420746F2064656174682E
data::deathmessages::suffocation::1, string, 8033C2A763C2A76C28212920C2A7633C76696374696D3E20C2A737776173206B696C6C656420627920737566666F636174696F6E2E
data::deathmessages::suffocation::2, string, 8037C2A763C2A76C28212920C2A7633C76696374696D3E20C2A737696E68616C656420737573706963696F7573207375627374616E6365732E
data::deathmessages::suffocation::3, string, 802DC2A763C2A76C28212920C2A7633C76696374696D3E20C2A737737566666F636174656420746F2064656174682E
data::deathmessages::void::1, string, 8030C2A763C2A76C28212920C2A7633C76696374696D3E20C2A73777617320637275736865642062792074686520766F6964
data::deathmessages::void::2, string, 802DC2A763C2A76C28212920C2A7633C76696374696D3E20C2A737736C6970656420696E746F2074686520766F6964
data::deathmessages::void::3, string, 802EC2A763C2A76C28212920C2A7633C76696374696D3E20C2A73766656C6C206F7574206F662074686520776F726C64
data::deathmessages::wither::1, string, 8027C2A763C2A76C28212920C2A7633C76696374696D3E20C2A737776974686572656420617761792E
data::deathmessages::wither::2, string, 8024C2A763C2A76C28212920C2A7633C76696374696D3E20C2A737666164656420617761792E
data::deathmessages::wither::3, string, 8025C2A763C2A76C28212920C2A7633C76696374696D3E20C2A737726F7474656420617761792E
data::deathmessages::wither::4, string, 8021C2A763C2A76C28212920C2A7633C76696374696D3E20C2A737646563617965642E

